orden,codigo,nombre
592,541380,Laboratorios de pruebas
593,541410,Diseño y decoración de interiores
594,541420,Diseño industrial
595,541430,Diseño gráfico
596,541490,Diseño de modas y otros diseños especializados
597,541510,Servicios de diseño de sistemas de cómputo y servicios relacionados
598,541610,Servicios de consultoría en administración
599,541620,Servicios de consultoría en medio ambiente
600,541690,Otros servicios de consultoría científica y técnica
601,541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado"
602,541712,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público"
603,541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado"
604,541722,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público"
605,541810,Agencias de publicidad
606,541820,Agencias de relaciones públicas
607,541830,Agencias de compra de medios a petición del cliente
608,541840,Agencias de representación de medios
609,541850,Agencias de anuncios publicitarios
610,541860,Agencias de correo directo
611,541870,Distribución de material publicitario
612,541890,Servicios de rotulación y otros servicios de publicidad
613,541910,Servicios de investigación de mercados y encuestas de opinión pública
614,541920,Servicios de fotografía y videograbación
615,541930,Servicios de traducción e interpretación
616,541941,Servicios veterinarios para mascotas prestados por el sector privado
617,541943,Servicios veterinarios para la ganadería prestados por el sector privado
618,541990,"Otros servicios profesionales, científicos y técnicos"
619,551111,Corporativos
620,551112,Tenedoras de acciones
621,561110,Servicios de administración de negocios
622,561210,Servicios combinados de apoyo en instalaciones
623,561310,Agencias de colocación
624,561320,Agencias de empleo temporal
625,561330,Suministro de personal permanente
626,561410,Servicios de preparación de documentos
627,561421,Servicios de casetas telefónicas
628,561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono
629,561431,"Servicios de fotocopiado, fax y afines"
630,561432,Servicios de acceso a computadoras
631,561440,Agencias de cobranza
632,561450,Despachos de investigación de solvencia financiera
633,561490,Otros servicios de apoyo secretarial y similares
634,561510,Agencias de viajes
635,561520,Organización de excursiones y paquetes turísticos para agencias de viajes
636,561590,Otros servicios de reservaciones
637,561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo"
638,561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad
639,561710,Servicios de control y exterminación de plagas
640,561720,Servicios de limpieza de inmuebles
641,561730,Servicios de instalación y mantenimiento de áreas verdes
642,561740,"Servicios de limpieza de tapicería, alfombras y muebles"
643,561790,Otros servicios de limpieza
644,561910,Servicios de empacado y etiquetado
645,561920,Organizadores de convenciones y ferias comerciales e industriales
646,561990,Otros servicios de apoyo a los negocios
647,562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos
648,562112,Manejo de desechos no peligrosos y servicios de remediación a zonas dañadas por desechos no peligrosos
649,611111,Escuelas de educación preescolar del sector privado
650,611112,Escuelas de educación preescolar del sector público
651,611121,Escuelas de educación primaria del sector privado
652,611122,Escuelas de educación primaria del sector público
653,611131,Escuelas de educación secundaria general del sector privado
654,611132,Escuelas de educación secundaria general del sector público
655,611141,Escuelas de educación secundaria técnica del sector privado
656,611142,Escuelas de educación secundaria técnica del sector público
657,611151,Escuelas de educación media técnica terminal del sector privado
658,611161,Escuelas de educación media superior del sector privado
659,611162,Escuelas de educación media superior del sector público
660,611172,Escuelas del sector público que combinan diversos niveles de educación
661,611181,Escuelas del sector privado de educación para necesidades especiales
662,611211,Escuelas de educación postbachillerato del sector privado
663,611311,Escuelas de educación superior del sector privado
664,611312,Escuelas de educación superior del sector público
665,611411,Escuelas comerciales y secretariales del sector privado
666,611421,Escuelas de computación del sector privado
667,611431,Escuelas para la capacitación de ejecutivos del sector privado
668,611511,Escuelas del sector privado dedicadas a la enseñanza de oficios
669,611611,Escuelas de arte del sector privado
670,611621,Escuelas de deporte del sector privado
671,611631,Escuelas de idiomas del sector privado
672,611691,Servicios de profesores particulares
673,611698,Otros servicios educativos proporcionados por el sector privado
674,611710,Servicios de apoyo a la educación
675,621111,Consultorios de medicina general del sector privado
676,621112,Consultorios de medicina general del sector público
677,621113,Consultorios de medicina especializada del sector privado
678,621114,Consultorios de medicina especializada del sector público
679,621211,Consultorios dentales del sector privado
680,621212,Consultorios dentales del sector público
681,621311,Consultorios de quiropráctica del sector privado
682,621320,Consultorios de optometría
683,621331,Consultorios de psicología del sector privado
684,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje"
685,621391,Consultorios de nutriólogos y dietistas del sector privado
686,621398,Otros consultorios del sector privado para el cuidado de la salud
687,621411,Centros de planificación familiar del sector privado
688,621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos
689,621491,Otros centros del sector privado para la atención de pacientes que no requieren hospitalización
690,621511,Laboratorios médicos y de diagnóstico del sector privado
691,621610,Servicios de enfermería a domicilio
692,621910,Servicios de ambulancias
693,621991,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado"
694,621992,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público"
695,622111,Hospitales generales del sector privado
696,622112,Hospitales generales del sector público
697,622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado
698,622311,Hospitales del sector privado de otras especialidades médicas
699,622312,Hospitales del sector público de otras especialidades médicas
700,623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales"
701,623211,Residencias del sector privado para el cuidado de personas con problemas de retardo mental
702,623212,Residencias del sector público para el cuidado de personas con problemas de retardo mental
703,623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción
704,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos
705,623991,Orfanatos y otras residencias de asistencia social del sector privado
706,624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado
707,624112,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público
708,624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y discapacitados
709,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones
710,624198,Otros servicios de orientación y trabajo social prestados por el sector privado
711,624199,Otros servicios de orientación y trabajo social prestados por el sector público
712,624211,Servicios de alimentación comunitarios prestados por el sector privado
713,624221,Refugios temporales comunitarios del sector privado
714,624231,Servicios de emergencia comunitarios prestados por el sector privado
715,624311,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o discapacitadas"
716,624411,Guarderías del sector privado
717,624412,Guarderías del sector público
718,711111,Compañías de teatro del sector privado
719,711121,Compañías de danza del sector privado
720,711131,Cantantes y grupos musicales del sector privado
721,711191,Otras compañías y grupos de espectáculos artísticos del sector privado
722,711211,Deportistas profesionales
723,711212,Equipos deportivos profesionales
724,711311,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos"
725,711312,"Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos"
726,711320,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos"
727,711410,"Agentes y representantes de artistas, deportistas y similares"
728,711510,"Artistas, escritores y técnicos independientes"
729,712111,Museos del sector privado
730,712120,Sitios históricos
731,712131,Jardines botánicos y zoológicos del sector privado
732,713111,Parques de diversiones y temáticos del sector privado
733,713113,Parques acuáticos y balnearios del sector privado
734,713120,Casas de juegos electrónicos
735,713291,"Venta de billetes de lotería, pronósticos deportivos y otros boletos de sorteo"
736,713299,Otros juegos de azar
737,713910,Campos de golf
738,713930,Marinas turísticas
739,713941,Clubes deportivos del sector privado
740,713943,Centros de acondicionamiento físico del sector privado
741,713944,Centros de acondicionamiento físico del sector público
742,713950,Boliches
743,713991,Billares
744,713992,Clubes o ligas de aficionados
745,713998,Otros servicios recreativos prestados por el sector privado
746,721111,Hoteles con otros servicios integrados
747,721112,Hoteles sin otros servicios integrados
748,721113,Moteles
749,721190,"Cabañas, villas y similares"
750,721210,Campamentos y albergues recreativos
751,721311,Pensiones y casas de huéspedes
752,721312,Departamentos y casas amueblados con servicios de hotelería
753,722110,Restaurantes con servicio completo
754,722211,Restaurantes de autoservicio
755,722212,Restaurantes de comida para llevar
756,722219,Otros restaurantes con servicio limitado
757,722310,Servicios de comedor para empresas e instituciones
758,722320,Servicios de preparación de alimentos para ocasiones especiales
759,722330,Servicios de preparación de alimentos en unidades móviles
760,722411,"Centros nocturnos, discotecas y similares"
761,722412,"Bares, cantinas y similares"
762,811111,Reparación mecánica en general de automóviles y camiones
763,811112,Reparación del sistema eléctrico de automóviles y camiones
764,811113,Rectificación de partes de motor de automóviles y camiones
765,811114,Reparación de transmisiones de automóviles y camiones
766,811115,Reparación de suspensiones de automóviles y camiones
767,811116,Alineación y balanceo de automóviles y camiones
768,811119,Otras reparaciones mecánicas de automóviles y camiones
769,811121,Hojalatería y pintura de automóviles y camiones
770,811122,Tapicería de automóviles y camiones
771,811129,Instalación de cristales y otras reparaciones a la carrocería de automóviles y camiones
772,811191,Reparación menor de llantas
773,811192,Lavado y lubricado de automóviles y camiones
774,811199,Otros servicios de reparación y mantenimiento de automóviles y camiones
775,811211,Reparación y mantenimiento de equipo electrónico de uso doméstico
776,811219,Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión
777,811311,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal
778,811312,Reparación y mantenimiento de maquinaria y equipo industrial
779,811313,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales"
780,811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios
781,811410,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales
782,811420,Reparación de tapicería de muebles para el hogar
783,811430,Reparación de calzado y otros artículos de piel y cuero
784,811491,Cerrajerías
785,811492,Reparación y mantenimiento de motocicletas
786,811493,Reparación y mantenimiento de bicicletas
787,811499,Reparación y mantenimiento de otros artículos para el hogar y personales
788,812110,Salones y clínicas de belleza y peluquerías
789,812120,Baños públicos
790,812130,Sanitarios públicos y bolerías
791,812210,Lavanderías y tintorerías
792,812310,Servicios funerarios
793,812320,Administración de cementerios
794,812410,Estacionamientos y pensiones para vehículos automotores
795,812910,Servicios de revelado e impresión de fotografías
796,812990,Otros servicios personales
797,813110,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios"
798,813120,Asociaciones y organizaciones laborales y sindicales
799,813130,Asociaciones y organizaciones de profesionistas
800,813140,Asociaciones regulatorias de actividades recreativas
801,813210,Asociaciones y organizaciones religiosas
802,813220,Asociaciones y organizaciones políticas
803,813230,Asociaciones y organizaciones civiles
804,814110,Hogares con empleados domésticos
805,931110,Órganos legislativos
806,931210,Administración pública en general
807,931310,Regulación y fomento del desarrollo económico
808,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público
809,931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente
810,931610,Actividades administrativas de instituciones de bienestar social
811,931710,Relaciones exteriores
812,931810,Actividades de seguridad nacional
813,932110,Organismos internacionales
