fecha,anio,mes,mineral,serie,unidad,fuente,precio
2012-06,2012,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),334.76
2012-07,2012,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),344.249
2012-07,2012,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),343.902
2012-08,2012,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),339.852
2012-08,2012,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),341.802
2012-09,2012,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),365.975
2012-09,2012,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),371.866
2012-10,2012,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),366.027
2012-10,2012,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),367.993
2012-11,2012,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),349.003
2012-11,2012,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),350.36
2012-12,2012,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),361.177
2012-12,2012,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),362.363
2013-01,2013,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),365.109
2013-01,2013,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),366.738
2013-02,2013,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),366.071
2013-02,2013,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),366.645
2013-03,2013,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),347.583
2013-03,2013,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),346.648
2013-04,2013,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),326.739
2013-04,2013,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),327.718
2013-05,2013,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),327.91
2013-05,2013,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),329.902
2013-06,2013,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),317.699
2013-06,2013,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),317.945
2013-07,2013,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),312.66
2013-07,2013,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),314.225
2013-08,2013,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),325.782
2013-08,2013,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),328.182
2013-09,2013,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),324.837
2013-09,2013,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),327.328
2013-10,2013,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),326.076
2013-10,2013,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),328.2333
2013-11,2013,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),320.527
2013-11,2013,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),321.635
2013-12,2013,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),326.72
2013-12,2013,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),334.169
2014-01,2014,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),330.891
2014-01,2014,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),335.514
2014-02,2014,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),324.416
2014-02,2014,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),328.545
2014-03,2014,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),302.448
2014-03,2014,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),307.238
2014-04,2014,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),302.584
2014-04,2014,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),306.933
2014-05,2014,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),312.248
2014-05,2014,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),313.202
2014-06,2014,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),308.719
2014-06,2014,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),309.786
2014-07,2014,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),322.255
2014-07,2014,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),322.591
2014-08,2014,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),317.54
2014-08,2014,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),315.764
2014-09,2014,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),311.719
2014-09,2014,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),309.195
2014-10,2014,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),305.685
2014-10,2014,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),303.615
2014-11,2014,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),303.958
2014-11,2014,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),301.761
2014-12,2014,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),291.34
2014-12,2014,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),289.809
2015-01,2015,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),263.802
2015-01,2015,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),265.323
2015-02,2015,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),258.642
2015-02,2015,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),262.363
2015-03,2015,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),268.792
2015-03,2015,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),270.793
2015-04,2015,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),273.447
2015-04,2015,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),275.276
2015-05,2015,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),285.791
2015-05,2015,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),289.338
2015-06,2015,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),264.608
2015-06,2015,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),267.534
2015-07,2015,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),247.521
2015-07,2015,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),248.22
2015-08,2015,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),230.83
2015-08,2015,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),233.321
2015-09,2015,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),236.235
2015-09,2015,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),237.057
2015-10,2015,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),236.894
2015-10,2015,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),236.786
2015-11,2015,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),218.098
2015-11,2015,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),215.538
2015-12,2015,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),209.968
2015-12,2015,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),208.216
2016-01,2016,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),202.427
2016-01,2016,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),200.945
2016-02,2016,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),208.447
2016-02,2016,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),207.505
2016-03,2016,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),224.417
2016-03,2016,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),223.159
2016-04,2016,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),220.043
2016-04,2016,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),218.288
2016-05,2016,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),213.567
2016-05,2016,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),211.143
2016-06,2016,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),210.042
2016-06,2016,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),209.77
2016-07,2016,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),220.255
2016-07,2016,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),220.733
2016-08,2016,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),215.829
2016-08,2016,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),214.096
2016-09,2016,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),213.514
2016-09,2016,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),213.752
2016-10,2016,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),214.646
2016-10,2016,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),214.01
2016-11,2016,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),246.902
2016-11,2016,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),246.638
2016-12,2016,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),257.017
2016-12,2016,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),256.683
2017-01,2017,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),260.245
2017-01,2017,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),261.863
2017-02,2017,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),269.504
2017-02,2017,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),269.426
2017-03,2017,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),264.06
2017-03,2017,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),264.122
2017-04,2017,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),258.442
2017-04,2017,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),258.626
2017-05,2017,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),253.626
2017-05,2017,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),254.902
2017-06,2017,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),258.524
2017-06,2017,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),260.193
2017-07,2017,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),271.185
2017-07,2017,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),272.883
2017-08,2017,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),293.845
2017-08,2017,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),295.878
2017-09,2017,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),298.609
2017-09,2017,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),298.405
2017-10,2017,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),308.324
2017-10,2017,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),309.559
2017-11,2017,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),309.603
2017-11,2017,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),309.417
2017-12,2017,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),308.495
2017-12,2017,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),309.825
2018-01,2018,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),321.157
2018-01,2018,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),319.39
2018-02,2018,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),317.596
2018-02,2018,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),316.745
2018-03,2018,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),308.251
2018-03,2018,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),306.683
2018-04,2018,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),310.191
2018-04,2018,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),308.764
2018-05,2018,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),309.43
2018-05,2018,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),306.402
2018-06,2018,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),315.464
2018-06,2018,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),311.714
2018-07,2018,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),283.413
2018-07,2018,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),279.126
2018-08,2018,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),273.959
2018-08,2018,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),269.387
2018-09,2018,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),273.064
2018-09,2018,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),269.232
2018-10,2018,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),281.948
2018-10,2018,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),275.935
2018-11,2018,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),280.91
2018-11,2018,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),275.098
2018-12,2018,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),276.429
2018-12,2018,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),272.338
2019-01,2019,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),269.072
2019-01,2019,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),268.238
2019-02,2019,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),284.774
2019-02,2019,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),285.566
2019-03,2019,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),292.614
2019-03,2019,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),289.974
2019-04,2019,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),292.345
2019-04,2019,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),292.007
2019-05,2019,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),273.44
2019-05,2019,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),274.282
2019-06,2019,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),266.187
2019-06,2019,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),267.843
2019-07,2019,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),269.427
2019-07,2019,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),268.657
2019-08,2019,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),258.91
2019-08,2019,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),257.243
2019-09,2019,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),260.61
2019-09,2019,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),259.74
2019-10,2019,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),260.493
2019-10,2019,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),261.165
2019-11,2019,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),265.791
2019-11,2019,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),265.463
2019-12,2019,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),274.987
2019-12,2019,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),277.029
2020-01,2020,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),274.387
2020-01,2020,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),274.967
2020-02,2020,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),257.933
2020-02,2020,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),258.382
2020-03,2020,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),234.901
2020-03,2020,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),236.714
2020-04,2020,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),228.985
2020-04,2020,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),230.631
2020-05,2020,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),237.402
2020-05,2020,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),238.715
2020-06,2020,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),260.47
2020-06,2020,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),259.805
2020-07,2020,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),288.202
2020-07,2020,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),286.6
2020-08,2020,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),294.685
2020-08,2020,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),291.752
2020-09,2020,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),304.47
2020-09,2020,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),302.302
2020-10,2020,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),304.033
2020-10,2020,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),305.695
2020-11,2020,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),320.392
2020-11,2020,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),320.338
2020-12,2020,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),351.772
2020-12,2020,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),353.47
2021-01,2021,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),361.536
2021-01,2021,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),362.318
2021-02,2021,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),383.751
2021-02,2021,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),386.126
2021-03,2021,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),408.459
2021-03,2021,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),408.828
2021-04,2021,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),423.454
2021-04,2021,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),424.783
2021-05,2021,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),461.937
2021-05,2021,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),463.535
2021-06,2021,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),436.013
2021-06,2021,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),439.832
2021-07,2021,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),427.901
2021-07,2021,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),435.479
2021-08,2021,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),424.435
2021-08,2021,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),429.23
2021-09,2021,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),422.933
2021-09,2021,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),426.538
2021-10,2021,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),443.545
2021-10,2021,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),445.112
2021-11,2021,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),442.955
2021-11,2021,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),436.574
2021-12,2021,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),433.195
2021-12,2021,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),433.3
2022-01,2022,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),443.429
2022-01,2022,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),443.113
2022-02,2022,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),450.932
2022-02,2022,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),450.211
2022-03,2022,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),464.369
2022-03,2022,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),468.228
2022-04,2022,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),461.899
2022-04,2022,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),463.763
2022-05,2022,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),424.69
2022-05,2022,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),424.929
2022-06,2022,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),409.736
2022-06,2022,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),412.54
2022-07,2022,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),341.545
2022-07,2022,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),339.61
2022-08,2022,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),361.104
2022-08,2022,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),361.5
2022-09,2022,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),350.84
2022-09,2022,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),348.021
2022-10,2022,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),345.693
2022-10,2022,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),347.386
2022-11,2022,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),364.233
2022-11,2022,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),367.683
2022-12,2022,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),379.429
2022-12,2022,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),381.645
2023-01,2023,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),408.224
2023-01,2023,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),412.223
2023-02,2023,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),406.201
2023-02,2023,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),408.824
2023-03,2023,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),400.782
2023-03,2023,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),404.915
2023-04,2023,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),399.796
2023-04,2023,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),400.037
2023-05,2023,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),373.501
2023-05,2023,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),374.173
2023-06,2023,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),380.393
2023-06,2023,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),379.598
2023-07,2023,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),383.83
2023-07,2023,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),383.57
2023-08,2023,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),378.83
2023-08,2023,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),376.33
2023-09,2023,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),375.16
2023-09,2023,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),372.293
2023-10,2023,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),360.137
2023-10,2023,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),359.964
2023-11,2023,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),370.764
2023-11,2023,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),371.836
2023-12,2023,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),380.75
2023-12,2023,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),385.153
2024-01,2024,1,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),378.491
2024-01,2024,1,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),381.207
2024-02,2024,2,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),376.969
2024-02,2024,2,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),379.663
2024-03,2024,3,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),393.52
2024-03,2024,3,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),397.643
2024-04,2024,4,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),430.116
2024-04,2024,4,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),436.091
2024-05,2024,5,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),459.447
2024-05,2024,5,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),477.507
2024-06,2024,6,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),437.336
2024-06,2024,6,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),452.313
2024-07,2024,7,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),426.085
2024-07,2024,7,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),435.248
2024-08,2024,8,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),406.587
2024-08,2024,8,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),409.561
2024-09,2024,9,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),419.777
2024-09,2024,9,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),423.28
2024-10,2024,10,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),432.693
2024-10,2024,10,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),438.463
2024-11,2024,11,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),411.625
2024-11,2024,11,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),417.455
2024-12,2024,12,Cobre,BML,cUSD/lb,Cochilco (LME/COMEX),404.583
2024-12,2024,12,Cobre,COMEX,cUSD/lb,Cochilco (LME/COMEX),410.843
1989-01,1989,1,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),30.7
1989-02,1989,2,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),28.2
1989-03,1989,3,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),26.7
1989-04,1989,4,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),27.6
1989-05,1989,5,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),29.2
1989-06,1989,6,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),30.2
1989-07,1989,7,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),31.4
1989-08,1989,8,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),31.9
1989-09,1989,9,Plomo,BML,cUSD/lb,Cochilco (LME/COMEX),33
