anio,mineral,etapa,flujo,valor_usd
2000,plata,E2 Bruto/semilabrado,X,431696439.0
2000,plomo,E1 Mena/concentrado,M,36649870.0
2000,plomo,E1 Mena/concentrado,X,13009691.0
2000,plomo,E2 Metal en bruto/refinado,M,77732328.0
2000,plomo,E2 Metal en bruto/refinado,X,10457702.0
2000,plomo,E3 Semimanufacturas,M,3944511.0
2000,plomo,E3 Semimanufacturas,X,50281.0
2000,plomo,E4 Manufacturas,M,4068251.0
2000,plomo,E4 Manufacturas,X,1329007.0
2000,silice,E1 Arena silica/cuarzo,M,26026818.0
2000,silice,E1 Arena silica/cuarzo,X,641074.0
2000,silice,E2 Silicio/ferrosilicio/SiO2,M,59642662.0
2000,silice,E2 Silicio/ferrosilicio/SiO2,X,7071376.0
2000,zinc,E1 Mena/concentrado,M,561133.0
2000,zinc,E1 Mena/concentrado,X,77057234.0
2000,zinc,E2 Metal en bruto/refinado,M,42083127.0
2000,zinc,E2 Metal en bruto/refinado,X,126606485.0
2000,zinc,E3 Semimanufacturas,M,14142422.0
2000,zinc,E3 Semimanufacturas,X,14230694.0
2000,zinc,E4 Manufacturas,M,51803944.0
2000,zinc,E4 Manufacturas,X,4177312.0
2001,barita,E1 Crudo/molido,M,1405133.0
2001,barita,E1 Crudo/molido,X,560838.0
2001,barita,E2 Quimicos de bario,M,1157115.0
2001,barita,E2 Quimicos de bario,X,4674324.0
2001,cobre,E1 Mena/concentrado,M,21794732.0
2001,cobre,E1 Mena/concentrado,X,39768255.0
2001,cobre,E2 Metal en bruto/refinado,M,437104208.0
2001,cobre,E2 Metal en bruto/refinado,X,292886149.0
2001,cobre,E3 Semimanufacturas,M,512404170.0
2001,cobre,E3 Semimanufacturas,X,324181483.0
2001,cobre,E4 Manufacturas,M,562024160.0
2001,cobre,E4 Manufacturas,X,50060449.0
2001,fluorita,E1 Espato fluor (crudo),M,3795656.0
2001,fluorita,E1 Espato fluor (crudo),X,29491564.0
2001,fluorita,E2 Fluoroquimica,M,6575219.0
2001,fluorita,E2 Fluoroquimica,X,98878508.0
2001,grafito,E1 Grafito natural,M,1795212.0
2001,grafito,E1 Grafito natural,X,2331722.0
2001,grafito,E2 Grafito artificial/prep.,M,10427550.0
2001,grafito,E2 Grafito artificial/prep.,X,15626905.0
2001,grafito,E3 Electrodos/articulos de carbono,M,64981547.0
2001,grafito,E3 Electrodos/articulos de carbono,X,51324785.0
2001,manganeso,E1 Mena/concentrado,M,5902160.0
2001,manganeso,E1 Mena/concentrado,X,1983995.0
2001,manganeso,E2 Ferroaleaciones,M,22694687.0
2001,manganeso,E2 Ferroaleaciones,X,28958764.0
2001,manganeso,E3 Quimicos/metal,M,7915705.0
2001,manganeso,E3 Quimicos/metal,X,2827867.0
2001,oro,E1 Mena/concentrado,M,86041036.0
2001,oro,E2 Bruto/semilabrado,M,486402671.0
2001,oro,E2 Bruto/semilabrado,X,54645214.0
2001,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,169112377.0
2001,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,324190068.0
2001,plata,E1 Mena/concentrado,M,47867310.0
2001,plata,E2 Bruto/semilabrado,M,10184107.0
2001,plata,E2 Bruto/semilabrado,X,357431843.0
2001,plomo,E1 Mena/concentrado,M,40451353.0
2001,plomo,E1 Mena/concentrado,X,3044231.0
2001,plomo,E2 Metal en bruto/refinado,M,30011191.0
2001,plomo,E2 Metal en bruto/refinado,X,9841842.0
2001,plomo,E3 Semimanufacturas,M,1536741.0
2001,plomo,E3 Semimanufacturas,X,59948.0
2001,plomo,E4 Manufacturas,M,3686207.0
2001,plomo,E4 Manufacturas,X,769632.0
2001,silice,E1 Arena silica/cuarzo,M,23458093.0
2001,silice,E1 Arena silica/cuarzo,X,625211.0
2001,silice,E2 Silicio/ferrosilicio/SiO2,M,50384036.0
2001,silice,E2 Silicio/ferrosilicio/SiO2,X,7518561.0
2001,zinc,E1 Mena/concentrado,M,354325.0
2001,zinc,E1 Mena/concentrado,X,57019713.0
2001,zinc,E2 Metal en bruto/refinado,M,1186899.0
2001,zinc,E2 Metal en bruto/refinado,X,146840871.0
2001,zinc,E3 Semimanufacturas,M,15545094.0
2001,zinc,E3 Semimanufacturas,X,16308435.0
2001,zinc,E4 Manufacturas,M,42790600.0
2001,zinc,E4 Manufacturas,X,5068460.0
2002,barita,E1 Crudo/molido,M,3320508.0
2002,barita,E1 Crudo/molido,X,295067.0
2002,barita,E2 Quimicos de bario,M,1411989.0
2002,barita,E2 Quimicos de bario,X,1102191.0
2002,cobre,E1 Mena/concentrado,M,4336574.0
2002,cobre,E1 Mena/concentrado,X,48017012.0
2002,cobre,E2 Metal en bruto/refinado,M,233622475.0
2002,cobre,E2 Metal en bruto/refinado,X,149454604.0
2002,cobre,E3 Semimanufacturas,M,520399971.0
2002,cobre,E3 Semimanufacturas,X,231802524.0
2002,cobre,E4 Manufacturas,M,439314286.0
2002,cobre,E4 Manufacturas,X,45013842.0
2002,fluorita,E1 Espato fluor (crudo),M,3016017.0
2002,fluorita,E1 Espato fluor (crudo),X,29185599.0
2002,fluorita,E2 Fluoroquimica,M,14581026.0
2002,fluorita,E2 Fluoroquimica,X,100848531.0
2002,grafito,E1 Grafito natural,M,36696347.0
2002,grafito,E1 Grafito natural,X,1540744.0
2002,grafito,E2 Grafito artificial/prep.,M,12741220.0
2002,grafito,E2 Grafito artificial/prep.,X,14493558.0
2002,grafito,E3 Electrodos/articulos de carbono,M,67523311.0
2002,grafito,E3 Electrodos/articulos de carbono,X,73026697.0
2002,manganeso,E1 Mena/concentrado,M,5581467.0
2002,manganeso,E1 Mena/concentrado,X,2499186.0
2002,manganeso,E2 Ferroaleaciones,M,21130409.0
2002,manganeso,E2 Ferroaleaciones,X,14871798.0
2002,manganeso,E3 Quimicos/metal,M,4232621.0
2002,manganeso,E3 Quimicos/metal,X,1654855.0
2002,oro,E1 Mena/concentrado,M,126586349.0
2002,oro,E2 Bruto/semilabrado,M,290071067.0
2002,oro,E2 Bruto/semilabrado,X,80204403.0
2002,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,219020443.0
2002,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,337614943.0
2002,plata,E1 Mena/concentrado,M,95976856.0
2002,plata,E1 Mena/concentrado,X,628644.0
2002,plata,E2 Bruto/semilabrado,M,35094157.0
2002,plata,E2 Bruto/semilabrado,X,531368930.0
2002,plomo,E1 Mena/concentrado,M,55745001.0
2002,plomo,E1 Mena/concentrado,X,690361.0
2002,plomo,E2 Metal en bruto/refinado,M,27476387.0
2002,plomo,E2 Metal en bruto/refinado,X,5307047.0
2002,plomo,E3 Semimanufacturas,M,1153423.0
2002,plomo,E3 Semimanufacturas,X,167820.0
2002,plomo,E4 Manufacturas,M,3782065.0
2002,plomo,E4 Manufacturas,X,669643.0
2002,silice,E1 Arena silica/cuarzo,M,28535857.0
2002,silice,E1 Arena silica/cuarzo,X,339074.0
2002,silice,E2 Silicio/ferrosilicio/SiO2,M,53627912.0
2002,silice,E2 Silicio/ferrosilicio/SiO2,X,5684154.0
2002,zinc,E1 Mena/concentrado,M,22654.0
2002,zinc,E1 Mena/concentrado,X,54149930.0
2002,zinc,E2 Metal en bruto/refinado,M,812599.0
2002,zinc,E2 Metal en bruto/refinado,X,140721783.0
2002,zinc,E3 Semimanufacturas,M,17327671.0
2002,zinc,E3 Semimanufacturas,X,497806.0
2002,zinc,E4 Manufacturas,M,29196836.0
2002,zinc,E4 Manufacturas,X,20310677.0
2003,barita,E1 Crudo/molido,M,9568479.0
2003,barita,E1 Crudo/molido,X,158568.0
2003,barita,E2 Quimicos de bario,M,1659397.0
2003,barita,E2 Quimicos de bario,X,2856761.0
2003,cobre,E1 Mena/concentrado,M,49285.0
2003,cobre,E1 Mena/concentrado,X,55865611.0
2003,cobre,E2 Metal en bruto/refinado,M,234595409.0
2003,cobre,E2 Metal en bruto/refinado,X,95820988.0
2003,cobre,E3 Semimanufacturas,M,532673983.0
2003,cobre,E3 Semimanufacturas,X,231848154.0
2003,cobre,E4 Manufacturas,M,441731514.0
2003,cobre,E4 Manufacturas,X,36465117.0
2003,fluorita,E1 Espato fluor (crudo),M,2214955.0
2003,fluorita,E1 Espato fluor (crudo),X,39306023.0
2003,fluorita,E2 Fluoroquimica,M,16800532.0
2003,fluorita,E2 Fluoroquimica,X,94480357.0
2003,grafito,E1 Grafito natural,M,1813564.0
2003,grafito,E1 Grafito natural,X,1493698.0
2003,grafito,E2 Grafito artificial/prep.,M,16760381.0
2003,grafito,E2 Grafito artificial/prep.,X,10553422.0
2003,grafito,E3 Electrodos/articulos de carbono,M,76176123.0
2003,grafito,E3 Electrodos/articulos de carbono,X,108394185.0
2003,manganeso,E1 Mena/concentrado,M,8919599.0
2003,manganeso,E1 Mena/concentrado,X,2311065.0
2003,manganeso,E2 Ferroaleaciones,M,16833540.0
2003,manganeso,E2 Ferroaleaciones,X,23184846.0
2003,manganeso,E3 Quimicos/metal,M,3558251.0
2003,manganeso,E3 Quimicos/metal,X,973944.0
2003,oro,E1 Mena/concentrado,M,64009451.0
2003,oro,E2 Bruto/semilabrado,M,260938511.0
2003,oro,E2 Bruto/semilabrado,X,156753172.0
2003,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,258332154.0
2003,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,363424846.0
2003,plata,E1 Mena/concentrado,M,169638822.0
2003,plata,E1 Mena/concentrado,X,879148.0
2003,plata,E2 Bruto/semilabrado,M,15915860.0
2003,plata,E2 Bruto/semilabrado,X,511538513.0
2003,plomo,E1 Mena/concentrado,M,37859211.0
2003,plomo,E1 Mena/concentrado,X,11557733.0
2003,plomo,E2 Metal en bruto/refinado,M,21778342.0
2003,plomo,E2 Metal en bruto/refinado,X,6707125.0
2003,plomo,E3 Semimanufacturas,M,1386480.0
2003,plomo,E3 Semimanufacturas,X,110449.0
2003,plomo,E4 Manufacturas,M,4350390.0
2003,plomo,E4 Manufacturas,X,721839.0
2003,silice,E1 Arena silica/cuarzo,M,38264441.0
2003,silice,E1 Arena silica/cuarzo,X,339166.0
2003,silice,E2 Silicio/ferrosilicio/SiO2,M,59349418.0
2003,silice,E2 Silicio/ferrosilicio/SiO2,X,5099616.0
2003,zinc,E1 Mena/concentrado,M,2560672.0
2003,zinc,E1 Mena/concentrado,X,54195655.0
2003,zinc,E2 Metal en bruto/refinado,M,1525599.0
2003,zinc,E2 Metal en bruto/refinado,X,164691470.0
2003,zinc,E3 Semimanufacturas,M,15539599.0
2003,zinc,E3 Semimanufacturas,X,490938.0
2003,zinc,E4 Manufacturas,M,19838004.0
2003,zinc,E4 Manufacturas,X,15257973.0
2004,barita,E1 Crudo/molido,M,14660982.0
2004,barita,E1 Crudo/molido,X,329427.0
2004,barita,E2 Quimicos de bario,M,956308.0
2004,barita,E2 Quimicos de bario,X,1923072.0
2004,cobre,E1 Mena/concentrado,M,66430.0
2004,cobre,E1 Mena/concentrado,X,142696018.0
2004,cobre,E2 Metal en bruto/refinado,M,370184910.0
2004,cobre,E2 Metal en bruto/refinado,X,180404616.0
2004,cobre,E3 Semimanufacturas,M,795978014.0
2004,cobre,E3 Semimanufacturas,X,386745985.0
2004,cobre,E4 Manufacturas,M,502134814.0
2004,cobre,E4 Manufacturas,X,19801435.0
2004,fluorita,E1 Espato fluor (crudo),M,465818.0
2004,fluorita,E1 Espato fluor (crudo),X,49277614.0
2004,fluorita,E2 Fluoroquimica,M,16653591.0
2004,fluorita,E2 Fluoroquimica,X,87079015.0
2004,grafito,E1 Grafito natural,M,1529160.0
2004,grafito,E1 Grafito natural,X,2862457.0
2004,grafito,E2 Grafito artificial/prep.,M,18982949.0
2004,grafito,E2 Grafito artificial/prep.,X,11097371.0
2004,grafito,E3 Electrodos/articulos de carbono,M,86338722.0
2004,grafito,E3 Electrodos/articulos de carbono,X,82879316.0
2004,manganeso,E1 Mena/concentrado,M,14386747.0
2004,manganeso,E1 Mena/concentrado,X,2135077.0
2004,manganeso,E2 Ferroaleaciones,M,35104199.0
2004,manganeso,E2 Ferroaleaciones,X,30747282.0
2004,manganeso,E3 Quimicos/metal,M,9404155.0
2004,manganeso,E3 Quimicos/metal,X,1903742.0
2004,oro,E1 Mena/concentrado,M,51309643.0
2004,oro,E1 Mena/concentrado,X,18333.0
2004,oro,E2 Bruto/semilabrado,M,205424035.0
2004,oro,E2 Bruto/semilabrado,X,154192536.0
2004,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,268750294.0
2004,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,545999372.0
2004,plata,E1 Mena/concentrado,M,143759859.0
2004,plata,E1 Mena/concentrado,X,858138.0
2004,plata,E2 Bruto/semilabrado,M,18761728.0
2004,plata,E2 Bruto/semilabrado,X,680423986.0
2004,plomo,E1 Mena/concentrado,M,91511837.0
2004,plomo,E1 Mena/concentrado,X,15726602.0
2004,plomo,E2 Metal en bruto/refinado,M,22573193.0
2004,plomo,E2 Metal en bruto/refinado,X,7375338.0
2004,plomo,E3 Semimanufacturas,M,1174965.0
2004,plomo,E3 Semimanufacturas,X,107554.0
2004,plomo,E4 Manufacturas,M,5295130.0
2004,plomo,E4 Manufacturas,X,653049.0
2004,silice,E1 Arena silica/cuarzo,M,29951217.0
2004,silice,E1 Arena silica/cuarzo,X,1346939.0
2004,silice,E2 Silicio/ferrosilicio/SiO2,M,77609738.0
2004,silice,E2 Silicio/ferrosilicio/SiO2,X,8423942.0
2004,zinc,E1 Mena/concentrado,M,10425464.0
2004,zinc,E1 Mena/concentrado,X,53150900.0
2004,zinc,E2 Metal en bruto/refinado,M,3496011.0
2004,zinc,E2 Metal en bruto/refinado,X,215091995.0
2004,zinc,E3 Semimanufacturas,M,18421258.0
2004,zinc,E3 Semimanufacturas,X,274762.0
2004,zinc,E4 Manufacturas,M,23648037.0
2004,zinc,E4 Manufacturas,X,12609814.0
2005,barita,E1 Crudo/molido,M,15716290.0
2005,barita,E1 Crudo/molido,X,1260125.0
2005,barita,E2 Quimicos de bario,M,1743774.0
2005,barita,E2 Quimicos de bario,X,340427.0
2005,cobre,E1 Mena/concentrado,M,13185742.0
2005,cobre,E1 Mena/concentrado,X,89827731.0
2005,cobre,E2 Metal en bruto/refinado,M,438032319.0
2005,cobre,E2 Metal en bruto/refinado,X,279220725.0
2005,cobre,E3 Semimanufacturas,M,992766871.0
2005,cobre,E3 Semimanufacturas,X,596649067.0
2005,cobre,E4 Manufacturas,M,486486355.0
2005,cobre,E4 Manufacturas,X,23245383.0
2005,fluorita,E1 Espato fluor (crudo),M,2302224.0
2005,fluorita,E1 Espato fluor (crudo),X,54291105.0
2005,fluorita,E2 Fluoroquimica,M,20897113.0
2005,fluorita,E2 Fluoroquimica,X,102742390.0
2005,grafito,E1 Grafito natural,M,2719838.0
2005,grafito,E1 Grafito natural,X,2735828.0
2005,grafito,E2 Grafito artificial/prep.,M,19111180.0
2005,grafito,E2 Grafito artificial/prep.,X,8875480.0
2005,grafito,E3 Electrodos/articulos de carbono,M,87686777.0
2005,grafito,E3 Electrodos/articulos de carbono,X,73886119.0
2005,manganeso,E1 Mena/concentrado,M,26796170.0
2005,manganeso,E1 Mena/concentrado,X,2686754.0
2005,manganeso,E2 Ferroaleaciones,M,55946547.0
2005,manganeso,E2 Ferroaleaciones,X,54497075.0
2005,manganeso,E3 Quimicos/metal,M,8240330.0
2005,manganeso,E3 Quimicos/metal,X,2652669.0
2005,oro,E1 Mena/concentrado,M,70251536.0
2005,oro,E1 Mena/concentrado,X,9872.0
2005,oro,E2 Bruto/semilabrado,M,123429522.0
2005,oro,E2 Bruto/semilabrado,X,305410948.0
2005,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,316272023.0
2005,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,588220322.0
2005,plata,E1 Mena/concentrado,M,163702677.0
2005,plata,E1 Mena/concentrado,X,651918.0
2005,plata,E2 Bruto/semilabrado,M,16802760.0
2005,plata,E2 Bruto/semilabrado,X,711743512.0
2005,plomo,E1 Mena/concentrado,M,102195732.0
2005,plomo,E1 Mena/concentrado,X,2012224.0
2005,plomo,E2 Metal en bruto/refinado,M,43333927.0
2005,plomo,E2 Metal en bruto/refinado,X,17596753.0
2005,plomo,E3 Semimanufacturas,M,1772883.0
2005,plomo,E3 Semimanufacturas,X,248339.0
2005,plomo,E4 Manufacturas,M,5026322.0
2005,plomo,E4 Manufacturas,X,920368.0
2005,silice,E1 Arena silica/cuarzo,M,35710658.0
2005,silice,E1 Arena silica/cuarzo,X,1273196.0
2005,silice,E2 Silicio/ferrosilicio/SiO2,M,68474472.0
2005,silice,E2 Silicio/ferrosilicio/SiO2,X,8490176.0
2005,zinc,E1 Mena/concentrado,M,1747375.0
2005,zinc,E1 Mena/concentrado,X,104375797.0
2005,zinc,E2 Metal en bruto/refinado,M,2786641.0
2005,zinc,E2 Metal en bruto/refinado,X,285217586.0
2005,zinc,E3 Semimanufacturas,M,18825013.0
2005,zinc,E3 Semimanufacturas,X,1217878.0
2005,zinc,E4 Manufacturas,M,23219686.0
2005,zinc,E4 Manufacturas,X,15185875.0
2006,barita,E1 Crudo/molido,M,6225408.0
2006,barita,E1 Crudo/molido,X,1879184.0
2006,barita,E2 Quimicos de bario,M,2073422.0
2006,barita,E2 Quimicos de bario,X,459.0
2006,cobre,E1 Mena/concentrado,M,175256304.0
2006,cobre,E1 Mena/concentrado,X,146021267.0
2006,cobre,E2 Metal en bruto/refinado,M,870855020.0
2006,cobre,E2 Metal en bruto/refinado,X,597853304.0
2006,cobre,E3 Semimanufacturas,M,1625914189.0
2006,cobre,E3 Semimanufacturas,X,812347435.0
2006,cobre,E4 Manufacturas,M,387150013.0
2006,cobre,E4 Manufacturas,X,31650642.0
2006,fluorita,E1 Espato fluor (crudo),M,9268714.0
2006,fluorita,E1 Espato fluor (crudo),X,58580333.0
2006,fluorita,E2 Fluoroquimica,M,18153279.0
2006,fluorita,E2 Fluoroquimica,X,120974203.0
2006,grafito,E1 Grafito natural,M,2559622.0
2006,grafito,E1 Grafito natural,X,4131235.0
2006,grafito,E2 Grafito artificial/prep.,M,17247154.0
2006,grafito,E2 Grafito artificial/prep.,X,6787108.0
2006,grafito,E3 Electrodos/articulos de carbono,M,99338043.0
2006,grafito,E3 Electrodos/articulos de carbono,X,102220223.0
2006,manganeso,E1 Mena/concentrado,M,12871594.0
2006,manganeso,E1 Mena/concentrado,X,2469130.0
2006,manganeso,E2 Ferroaleaciones,M,26891427.0
2006,manganeso,E2 Ferroaleaciones,X,38766932.0
2006,manganeso,E3 Quimicos/metal,M,7353507.0
2006,manganeso,E3 Quimicos/metal,X,2820354.0
2006,oro,E1 Mena/concentrado,M,119004365.0
2006,oro,E2 Bruto/semilabrado,M,271065050.0
2006,oro,E2 Bruto/semilabrado,X,1037584610.0
2006,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,376550331.0
2006,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,587666245.0
2006,plata,E1 Mena/concentrado,M,127555458.0
2006,plata,E1 Mena/concentrado,X,1354484.0
2006,plata,E2 Bruto/semilabrado,M,48722772.0
2006,plata,E2 Bruto/semilabrado,X,1223635743.0
2006,plomo,E1 Mena/concentrado,M,80548043.0
2006,plomo,E1 Mena/concentrado,X,10780188.0
2006,plomo,E2 Metal en bruto/refinado,M,57893732.0
2006,plomo,E2 Metal en bruto/refinado,X,24505218.0
2006,plomo,E3 Semimanufacturas,M,3337755.0
2006,plomo,E3 Semimanufacturas,X,2446445.0
2006,plomo,E4 Manufacturas,M,6929127.0
2006,plomo,E4 Manufacturas,X,1140310.0
2006,silice,E1 Arena silica/cuarzo,M,41834648.0
2006,silice,E1 Arena silica/cuarzo,X,7263670.0
2006,silice,E2 Silicio/ferrosilicio/SiO2,M,78037553.0
2006,silice,E2 Silicio/ferrosilicio/SiO2,X,11867167.0
2006,zinc,E1 Mena/concentrado,M,20709.0
2006,zinc,E1 Mena/concentrado,X,305744554.0
2006,zinc,E2 Metal en bruto/refinado,M,32819599.0
2006,zinc,E2 Metal en bruto/refinado,X,538598277.0
2006,zinc,E3 Semimanufacturas,M,22812092.0
2006,zinc,E3 Semimanufacturas,X,2179434.0
2006,zinc,E4 Manufacturas,M,23651988.0
2006,zinc,E4 Manufacturas,X,12141397.0
2007,barita,E1 Crudo/molido,M,19880925.0
2007,barita,E1 Crudo/molido,X,1316217.0
2007,barita,E2 Quimicos de bario,M,2222482.0
2007,barita,E2 Quimicos de bario,X,34122.0
2007,cobre,E1 Mena/concentrado,M,47603.0
2007,cobre,E1 Mena/concentrado,X,267223083.0
2007,cobre,E2 Metal en bruto/refinado,M,744227363.0
2007,cobre,E2 Metal en bruto/refinado,X,774963219.0
2007,cobre,E3 Semimanufacturas,M,1702943694.0
2007,cobre,E3 Semimanufacturas,X,900602289.0
2007,cobre,E4 Manufacturas,M,401027444.0
2007,cobre,E4 Manufacturas,X,30825095.0
2007,fluorita,E1 Espato fluor (crudo),M,45819.0
2007,fluorita,E1 Espato fluor (crudo),X,79398700.0
2007,fluorita,E2 Fluoroquimica,M,15705414.0
2007,fluorita,E2 Fluoroquimica,X,127175772.0
2007,grafito,E1 Grafito natural,M,3524904.0
2007,grafito,E1 Grafito natural,X,3148939.0
2007,grafito,E2 Grafito artificial/prep.,M,17687287.0
2007,grafito,E2 Grafito artificial/prep.,X,8689236.0
2007,grafito,E3 Electrodos/articulos de carbono,M,126205786.0
2007,grafito,E3 Electrodos/articulos de carbono,X,109728960.0
2007,manganeso,E1 Mena/concentrado,M,24351292.0
2007,manganeso,E1 Mena/concentrado,X,8986533.0
2007,manganeso,E2 Ferroaleaciones,M,30052179.0
2007,manganeso,E2 Ferroaleaciones,X,43187307.0
2007,manganeso,E3 Quimicos/metal,M,8925725.0
2007,manganeso,E3 Quimicos/metal,X,3387359.0
2007,oro,E1 Mena/concentrado,M,87104368.0
2007,oro,E1 Mena/concentrado,X,13935741.0
2007,oro,E2 Bruto/semilabrado,M,376051727.0
2007,oro,E2 Bruto/semilabrado,X,1567465935.0
2007,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,409623434.0
2007,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,582007725.0
2007,plata,E1 Mena/concentrado,M,115309153.0
2007,plata,E1 Mena/concentrado,X,2065035.0
2007,plata,E2 Bruto/semilabrado,M,75797393.0
2007,plata,E2 Bruto/semilabrado,X,1418217799.0
2007,plomo,E1 Mena/concentrado,M,126775866.0
2007,plomo,E1 Mena/concentrado,X,43483993.0
2007,plomo,E2 Metal en bruto/refinado,M,85186050.0
2007,plomo,E2 Metal en bruto/refinado,X,94064529.0
2007,plomo,E3 Semimanufacturas,M,4197111.0
2007,plomo,E3 Semimanufacturas,X,2026975.0
2007,plomo,E4 Manufacturas,M,6802028.0
2007,plomo,E4 Manufacturas,X,21308929.0
2007,silice,E1 Arena silica/cuarzo,M,45313437.0
2007,silice,E1 Arena silica/cuarzo,X,1563805.0
2007,silice,E2 Silicio/ferrosilicio/SiO2,M,99583151.0
2007,silice,E2 Silicio/ferrosilicio/SiO2,X,12117116.0
2007,zinc,E1 Mena/concentrado,M,32889.0
2007,zinc,E1 Mena/concentrado,X,236420656.0
2007,zinc,E2 Metal en bruto/refinado,M,18333390.0
2007,zinc,E2 Metal en bruto/refinado,X,737160452.0
2007,zinc,E3 Semimanufacturas,M,38518873.0
2007,zinc,E3 Semimanufacturas,X,2276190.0
2007,zinc,E4 Manufacturas,M,28627395.0
2007,zinc,E4 Manufacturas,X,20374019.0
2008,barita,E1 Crudo/molido,M,5224010.0
2008,barita,E1 Crudo/molido,X,3232802.0
2008,barita,E2 Quimicos de bario,M,1845339.0
2008,barita,E2 Quimicos de bario,X,19991.0
2008,cobre,E1 Mena/concentrado,M,248024092.0
2008,cobre,E1 Mena/concentrado,X,327348222.0
2008,cobre,E2 Metal en bruto/refinado,M,844007888.0
2008,cobre,E2 Metal en bruto/refinado,X,573131718.0
2008,cobre,E3 Semimanufacturas,M,1577243783.0
2008,cobre,E3 Semimanufacturas,X,821019420.0
2008,cobre,E4 Manufacturas,M,338813149.0
2008,cobre,E4 Manufacturas,X,37766933.0
2008,fluorita,E1 Espato fluor (crudo),M,158439.0
2008,fluorita,E1 Espato fluor (crudo),X,96728605.0
2008,fluorita,E2 Fluoroquimica,M,20714161.0
2008,fluorita,E2 Fluoroquimica,X,120119534.0
2008,grafito,E1 Grafito natural,M,3970013.0
2008,grafito,E1 Grafito natural,X,3017760.0
2008,grafito,E2 Grafito artificial/prep.,M,18264708.0
2008,grafito,E2 Grafito artificial/prep.,X,14393175.0
2008,grafito,E3 Electrodos/articulos de carbono,M,147452133.0
2008,grafito,E3 Electrodos/articulos de carbono,X,128018129.0
2008,manganeso,E1 Mena/concentrado,M,61829442.0
2008,manganeso,E1 Mena/concentrado,X,9138991.0
2008,manganeso,E2 Ferroaleaciones,M,53640260.0
2008,manganeso,E2 Ferroaleaciones,X,42530266.0
2008,manganeso,E3 Quimicos/metal,M,11335019.0
2008,manganeso,E3 Quimicos/metal,X,4786457.0
2008,oro,E1 Mena/concentrado,M,26977262.0
2008,oro,E1 Mena/concentrado,X,16765160.0
2008,oro,E2 Bruto/semilabrado,M,334658649.0
2008,oro,E2 Bruto/semilabrado,X,2661466570.0
2008,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,337295910.0
2008,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,519809584.0
2008,plata,E1 Mena/concentrado,M,73049310.0
2008,plata,E1 Mena/concentrado,X,16080340.0
2008,plata,E2 Bruto/semilabrado,M,92170480.0
2008,plata,E2 Bruto/semilabrado,X,1737248383.0
2008,plomo,E1 Mena/concentrado,M,113584590.0
2008,plomo,E1 Mena/concentrado,X,62018437.0
2008,plomo,E2 Metal en bruto/refinado,M,109263074.0
2008,plomo,E2 Metal en bruto/refinado,X,158658901.0
2008,plomo,E3 Semimanufacturas,M,3684024.0
2008,plomo,E3 Semimanufacturas,X,233489.0
2008,plomo,E4 Manufacturas,M,11405335.0
2008,plomo,E4 Manufacturas,X,32200411.0
2008,silice,E1 Arena silica/cuarzo,M,49929656.0
2008,silice,E1 Arena silica/cuarzo,X,1272115.0
2008,silice,E2 Silicio/ferrosilicio/SiO2,M,120308799.0
2008,silice,E2 Silicio/ferrosilicio/SiO2,X,14899987.0
2008,zinc,E1 Mena/concentrado,M,613343.0
2008,zinc,E1 Mena/concentrado,X,105236361.0
2008,zinc,E2 Metal en bruto/refinado,M,33181528.0
2008,zinc,E2 Metal en bruto/refinado,X,421855000.0
2008,zinc,E3 Semimanufacturas,M,31036597.0
2008,zinc,E3 Semimanufacturas,X,1995417.0
2008,zinc,E4 Manufacturas,M,37911499.0
2008,zinc,E4 Manufacturas,X,21246402.0
2009,barita,E1 Crudo/molido,M,17308641.0
2009,barita,E1 Crudo/molido,X,1255779.0
2009,barita,E2 Quimicos de bario,M,1577343.0
2009,barita,E2 Quimicos de bario,X,7664.0
2009,cobre,E1 Mena/concentrado,M,12805982.0
2009,cobre,E1 Mena/concentrado,X,288865844.0
2009,cobre,E2 Metal en bruto/refinado,M,489428470.0
2009,cobre,E2 Metal en bruto/refinado,X,446382053.0
2009,cobre,E3 Semimanufacturas,M,994580561.0
2009,cobre,E3 Semimanufacturas,X,450229868.0
2009,cobre,E4 Manufacturas,M,231995679.0
2009,cobre,E4 Manufacturas,X,38585663.0
2009,fluorita,E1 Espato fluor (crudo),M,481978.0
2009,fluorita,E1 Espato fluor (crudo),X,91735772.0
2009,fluorita,E2 Fluoroquimica,M,21957722.0
2009,fluorita,E2 Fluoroquimica,X,121358487.0
2009,grafito,E1 Grafito natural,M,3704391.0
